Area name,SOC code,SOC title,Est. empl.,Avg. wage,25th P,50th P,75th P,Annual wage,,Index
"Seattle-Tacoma-Bellevue, WA",51-9198,Helpers--Production Workers,"1,132",$20.99,$17.89,$20.03,$22.27,"$43,670",,
"Seattle-Tacoma-Bellevue, WA",47-4051,Highway Maintenance Workers,763,$32.16,$29.19,$32.21,$34.86,"$66,880",,
"Seattle-Tacoma-Bellevue, WA",19-3093,Historians,27,$39.78,$31.12,$39.81,$43.64,"$82,750",,
"Seattle-Tacoma-Bellevue, WA",25-1125,"History Teachers, Postsecondary",139,-,-,-,-,"$82,390",,
"Seattle-Tacoma-Bellevue, WA",53-7041,Hoist and Winch Operators,22,$29.02,$23.15,$27.86,$31.92,"$60,360",,
"Seattle-Tacoma-Bellevue, WA",49-9031,Home Appliance Repairers,544,$26.88,$19.16,$27.48,$33.25,"$55,920",,
"Seattle-Tacoma-Bellevue, WA",31-1120,Home Health and Personal Care Aides,"50,968",$18.81,$17.98,$18.44,$19.04,"$39,120",,
"Seattle-Tacoma-Bellevue, WA",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","3,309",$18.89,$16.11,$16.93,$20.30,"$39,280",,
"Seattle-Tacoma-Bellevue, WA",43-4081,"Hotel, Motel, and Resort Desk Clerks","1,827",$18.39,$17.07,$17.80,$19.03,"$38,250",,
"Seattle-Tacoma-Bellevue, WA",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping","1,777",$25.25,$22.12,$23.91,$28.25,"$52,520",,
"Seattle-Tacoma-Bellevue, WA",11-3121,Human Resources Managers,"3,068",$93.16,$62.41,$77.02,$100.25,"$193,780",,
"Seattle-Tacoma-Bellevue, WA",13-1071,Human Resources Specialists,"16,684",$44.45,$30.24,$39.89,$52.52,"$92,460",,
"Seattle-Tacoma-Bellevue, WA",19-2043,Hydrologists,180,$56.68,$42.12,$58.43,$68.87,"$117,890",,
"Seattle-Tacoma-Bellevue, WA",17-3026,Industrial Engineering Technologists and Technicians,497,$40.72,$31.01,$37.60,$49.32,"$84,710",,
"Seattle-Tacoma-Bellevue, WA",17-2112,Industrial Engineers,"5,411",$56.63,$41.99,$50.57,$64.44,"$117,800",,
"Seattle-Tacoma-Bellevue, WA",49-9041,Industrial Machinery Mechanics,"3,359",$35.46,$28.88,$34.99,$40.32,"$73,770",,
"Seattle-Tacoma-Bellevue, WA",11-3051,Industrial Production Managers,-,$66.03,$52.83,$63.20,$75.07,"$137,330",,
"Seattle-Tacoma-Bellevue, WA",53-7051,Industrial Truck and Tractor Operators,"9,175",$23.49,$19.36,$22.99,$24.40,"$48,850",,
"Seattle-Tacoma-Bellevue, WA",43-4199,"Information and Record Clerks, All Other","3,054",$24.92,$21.36,$24.32,$28.70,"$51,830",,
"Seattle-Tacoma-Bellevue, WA",15-1212,Information Security Analysts,"4,279",$65.59,$50.94,$64.76,$80.21,"$136,430",,
"Seattle-Tacoma-Bellevue, WA",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers","7,851",$33.27,$24.24,$31.11,$40.33,"$69,200",,
"Seattle-Tacoma-Bellevue, WA",49-9099,"Installation, Maintenance, and Repair Workers, All Other","1,358",$25.14,$20.07,$22.01,$30.21,"$52,300",,
"Seattle-Tacoma-Bellevue, WA",25-9031,Instructional Coordinators,"2,703",$41.26,$30.42,$40.38,$49.94,"$85,820",,
"Seattle-Tacoma-Bellevue, WA",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",361,$34.55,$25.98,$34.71,$43.53,"$71,860",,
"Seattle-Tacoma-Bellevue, WA",47-2132,"Insulation Workers, Mechanical",189,$46.61,$35.03,$57.33,$58.90,"$96,950",,
"Seattle-Tacoma-Bellevue, WA",13-1032,"Insurance Appraisers, Auto Damage",171,$37.77,$30.93,$37.29,$49.56,"$78,570",,
"Seattle-Tacoma-Bellevue, WA",43-9041,Insurance Claims and Policy Processing Clerks,"1,582",$28.03,$22.06,$24.81,$31.10,"$58,300",,
"Seattle-Tacoma-Bellevue, WA",41-3021,Insurance Sales Agents,"6,754",$34.58,$23.59,$29.53,$39.13,"$71,920",,
"Seattle-Tacoma-Bellevue, WA",13-2053,Insurance Underwriters,"1,072",$47.98,$30.55,$40.93,$62.29,"$99,810",,
"Seattle-Tacoma-Bellevue, WA",27-1025,Interior Designers,"1,072",$35.59,$28.92,$33.65,$40.14,"$74,030",,
"Seattle-Tacoma-Bellevue, WA",27-3091,Interpreters and Translators,757,$34.31,$28.52,$35.58,$39.65,"$71,370",,
"Seattle-Tacoma-Bellevue, WA",43-4111,"Interviewers, Except Eligibility and Loan","1,442",$23.35,$20.69,$22.75,$26.95,"$48,570",,
"Seattle-Tacoma-Bellevue, WA",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","25,292",$20.41,$17.35,$18.39,$22.79,"$42,450",,
"Seattle-Tacoma-Bellevue, WA",51-9071,Jewelers and Precious Stone and Metal Workers,555,$31.30,$27.77,$31.87,$36.43,"$65,110",,
"Seattle-Tacoma-Bellevue, WA",25-2012,"Kindergarten Teachers, Except Special Education","2,143",-,-,-,-,"$83,310",,
"Seattle-Tacoma-Bellevue, WA",13-1075,Labor Relations Specialists,"1,817",$49.05,$34.86,$45.96,$61.90,"$102,020",,
"Seattle-Tacoma-Bellevue, WA",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand","29,948",$21.23,$17.95,$19.61,$23.06,"$44,160",,
"Seattle-Tacoma-Bellevue, WA",17-1012,Landscape Architects,390,$41.12,$36.42,$37.81,$47.73,"$85,540",,
"Seattle-Tacoma-Bellevue, WA",37-3011,Landscaping and Groundskeeping Workers,"10,314",$23.52,$18.93,$22.53,$25.50,"$48,920",,
"Seattle-Tacoma-Bellevue, WA",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",34,$26.10,$20.76,$26.48,$27.00,"$54,290",,
"Seattle-Tacoma-Bellevue, WA",51-6011,Laundry and Dry-Cleaning Workers,"1,507",$17.97,$16.70,$17.57,$18.84,"$37,390",,
"Seattle-Tacoma-Bellevue, WA",25-1112,"Law Teachers, Postsecondary",95,-,-,-,-,"$125,160",,
"Seattle-Tacoma-Bellevue, WA",23-1011,Lawyers,"8,798",$83.85,$47.79,$67.36,$98.95,"$174,420",,
"Seattle-Tacoma-Bellevue, WA",43-6012,Legal Secretaries and Administrative Assistants,"2,338",$31.63,$23.22,$28.79,$39.03,"$65,780",,
"Seattle-Tacoma-Bellevue, WA",23-2099,"Legal Support Workers, All Other",649,$41.42,$32.48,$38.33,$48.13,"$86,160",,
"Seattle-Tacoma-Bellevue, WA",11-1031,Legislators,300,-,-,-,-,"$130,060",,
"Seattle-Tacoma-Bellevue, WA",25-4022,Librarians and Media Collections Specialists,"1,459",$45.30,$38.93,$46.29,$50.98,"$94,220",,
"Seattle-Tacoma-Bellevue, WA",43-4121,"Library Assistants, Clerical",842,$19.63,$16.98,$18.02,$22.64,"$40,830",,
"Seattle-Tacoma-Bellevue, WA",25-1082,"Library Science Teachers, Postsecondary",81,-,-,-,-,"$111,070",,
"Seattle-Tacoma-Bellevue, WA",25-4031,Library Technicians,"1,285",$27.48,$24.70,$25.25,$29.31,"$57,160",,
"Seattle-Tacoma-Bellevue, WA",29-2061,Licensed Practical and Licensed Vocational Nurses,"3,493",$35.34,$30.92,$35.21,$38.34,"$73,510",,
"Seattle-Tacoma-Bellevue, WA",19-1099,"Life Scientists, All Other",124,$45.68,$32.47,$45.73,$49.40,"$95,010",,
"Seattle-Tacoma-Bellevue, WA",19-4099,"Life, Physical, and Social Science Technicians, All Other",261,$34.13,$28.14,$32.10,$38.63,"$70,980",,
"Seattle-Tacoma-Bellevue, WA",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","1,123",$16.97,$15.42,$16.45,$17.62,"$35,290",,
"Seattle-Tacoma-Bellevue, WA",53-3033,Light Truck Drivers,"15,037",$24.18,$20.03,$21.84,$27.69,"$50,290",,
"Seattle-Tacoma-Bellevue, WA",27-4015,Lighting Technicians,30,-,-,-,-,-,,
"Seattle-Tacoma-Bellevue, WA",43-4131,Loan Interviewers and Clerks,"3,701",$25.57,$21.88,$23.62,$29.72,"$53,190",,
"Seattle-Tacoma-Bellevue, WA",13-2072,Loan Officers,"4,633",$40.88,$24.14,$33.41,$49.49,"$85,030",,
"Seattle-Tacoma-Bellevue, WA",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",20,$18.11,$16.02,$17.63,$19.36,"$37,670",,
"Seattle-Tacoma-Bellevue, WA",49-9094,Locksmiths and Safe Repairers,173,$26.04,$17.12,$24.72,$29.98,"$54,150",,
"Seattle-Tacoma-Bellevue, WA",53-4011,Locomotive Engineers,23,$40.16,$42.11,$42.11,$42.11,"$83,540",,
"Seattle-Tacoma-Bellevue, WA",11-9081,Lodging Managers,333,$43.92,$30.73,$40.49,$47.42,"$91,350",,
"Seattle-Tacoma-Bellevue, WA",45-4023,Log Graders and Scalers,26,$26.43,$23.15,$24.54,$29.65,"$54,980",,
"Seattle-Tacoma-Bellevue, WA",45-4022,Logging Equipment Operators,152,$31.54,$30.26,$31.43,$34.40,"$65,600",,
"Seattle-Tacoma-Bellevue, WA",45-4029,"Logging Workers, All Other",54,$34.18,$28.07,$31.61,$36.52,"$71,100",,
"Seattle-Tacoma-Bellevue, WA",13-1081,Logisticians,"2,930",$46.68,$39.50,$47.52,$51.13,"$97,100",,
"Seattle-Tacoma-Bellevue, WA",53-7063,Machine Feeders and Offbearers,275,$20.83,$18.19,$19.89,$22.49,"$43,320",,
"Seattle-Tacoma-Bellevue, WA",51-4041,Machinists,"4,079",$31.76,$25.01,$30.06,$36.89,"$66,050",,
"Seattle-Tacoma-Bellevue, WA",29-2035,Magnetic Resonance Imaging Technologists,369,$51.61,$48.45,$50.66,$59.29,"$107,350",,
"Seattle-Tacoma-Bellevue, WA",37-2012,Maids and Housekeeping Cleaners,"6,475",$18.50,$17.22,$17.73,$18.52,"$38,490",,
"Seattle-Tacoma-Bellevue, WA",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service","1,034",$21.24,$17.83,$18.85,$23.16,"$44,180",,
"Seattle-Tacoma-Bellevue, WA",49-9071,"Maintenance and Repair Workers, General","16,685",$27.19,$21.61,$24.94,$31.38,"$56,550",,
"Seattle-Tacoma-Bellevue, WA",49-9043,"Maintenance Workers, Machinery",118,$34.56,$27.68,$34.71,$38.89,"$71,880",,
"Seattle-Tacoma-Bellevue, WA",39-5091,"Makeup Artists, Theatrical and Performance",22,$60.80,$33.43,$82.47,$84.38,"$126,460",,
"Seattle-Tacoma-Bellevue, WA",13-1111,Management Analysts,"19,261",$55.49,$38.70,$51.62,$64.45,"$115,420",,
"Seattle-Tacoma-Bellevue, WA",11-9199,"Managers, All Other","8,815",$85.95,$58.17,$75.03,$99.83,"$178,770",,
"Seattle-Tacoma-Bellevue, WA",39-5092,Manicurists and Pedicurists,"3,260",$22.07,$17.74,$21.33,$22.12,"$45,910",,
"Seattle-Tacoma-Bellevue, WA",17-2121,Marine Engineers and Naval Architects,-,$54.09,$48.62,$52.21,$61.52,"$112,510",,
"Seattle-Tacoma-Bellevue, WA",13-1161,Market Research Analysts and Marketing Specialists,"17,951",$52.66,$31.56,$48.42,$64.49,"$109,530",,
"Seattle-Tacoma-Bellevue, WA",11-2021,Marketing Managers,"6,909",$82.15,$49.87,$75.69,$102.40,"$170,870",,
"Seattle-Tacoma-Bellevue, WA",21-1013,Marriage and Family Therapists,307,$28.29,$19.62,$28.76,$30.01,"$58,840",,
"Seattle-Tacoma-Bellevue, WA",31-9011,Massage Therapists,"1,665",$36.54,$27.73,$37.16,$44.15,"$76,010",,
"Seattle-Tacoma-Bellevue, WA",53-7199,"Material Moving Workers, All Other",90,$27.21,$20.67,$20.88,$31.22,"$56,590",,
"Seattle-Tacoma-Bellevue, WA",17-2131,Materials Engineers,761,$66.15,$50.50,$64.44,$82.22,"$137,590",,
"Seattle-Tacoma-Bellevue, WA",19-2032,Materials Scientists,144,$59.80,$49.65,$58.86,$65.61,"$124,390",,
"Seattle-Tacoma-Bellevue, WA",15-2099,"Mathematical Science Occupations, All Other",482,$34.26,$27.40,$31.59,$37.86,"$71,260",,
"Seattle-Tacoma-Bellevue, WA",25-1022,"Mathematical Science Teachers, Postsecondary",433,-,-,-,-,"$91,540",,
"Seattle-Tacoma-Bellevue, WA",15-2021,Mathematicians,88,$65.27,$40.71,$60.44,$86.52,"$135,750",,
"Seattle-Tacoma-Bellevue, WA",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers","1,318",$18.59,$17.48,$17.88,$18.90,"$38,670",,
"Seattle-Tacoma-Bellevue, WA",49-9011,Mechanical Door Repairers,582,$26.35,$21.69,$24.33,$31.03,"$54,800",,
"Seattle-Tacoma-Bellevue, WA",17-3013,Mechanical Drafters,896,$37.93,$28.25,$33.28,$47.86,"$78,890",,
"Seattle-Tacoma-Bellevue, WA",17-3027,Mechanical Engineering Technologists and Technicians,498,$35.07,$28.22,$33.29,$39.04,"$72,940",,
"Seattle-Tacoma-Bellevue, WA",17-2141,Mechanical Engineers,"5,247",$53.24,$41.14,$51.02,$61.39,"$110,740",,
"Seattle-Tacoma-Bellevue, WA",27-4099,"Media and Communication Equipment Workers, All Other",92,$48.72,$36.35,$46.33,$58.43,"$101,340",,
"Seattle-Tacoma-Bellevue, WA",27-3099,"Media and Communication Workers, All Other",373,$31.41,$19.78,$37.39,$37.81,"$65,330",,
"Seattle-Tacoma-Bellevue, WA",11-9111,Medical and Health Services Managers,"3,926",$72.84,$50.47,$64.58,$80.85,"$151,510",,
"Seattle-Tacoma-Bellevue, WA",51-9082,Medical Appliance Technicians,136,$21.71,$18.23,$18.74,$23.68,"$45,150",,
"Seattle-Tacoma-Bellevue, WA",31-9092,Medical Assistants,"10,363",$25.97,$22.91,$25.30,$29.25,"$54,010",,
"Seattle-Tacoma-Bellevue, WA",29-2036,Medical Dosimetrists,122,$86.01,$35.63,$73.20,-,"$178,910",,
"Seattle-Tacoma-Bellevue, WA",31-9093,Medical Equipment Preparers,"1,136",$23.81,$20.00,$23.17,$28.26,"$49,530",,
"Seattle-Tacoma-Bellevue, WA",49-9062,Medical Equipment Repairers,793,$43.90,$26.34,$35.23,$47.10,"$91,310",,
"Seattle-Tacoma-Bellevue, WA",29-2072,Medical Records Specialists,"2,253",$30.51,$23.96,$28.64,$36.33,"$63,460",,
"Seattle-Tacoma-Bellevue, WA",19-1042,"Medical Scientists, Except Epidemiologists","5,329",$51.85,$32.80,$48.19,$62.26,"$107,840",,
"Seattle-Tacoma-Bellevue, WA",43-6013,Medical Secretaries and Administrative Assistants,"5,462",$24.60,$22.35,$23.40,$27.83,"$51,160",,
"Seattle-Tacoma-Bellevue, WA",31-9094,Medical Transcriptionists,605,$20.28,$16.37,$18.83,$24.34,"$42,180",,
"Seattle-Tacoma-Bellevue, WA",13-1121,"Meeting, Convention, and Event Planners","1,788",$33.06,$24.12,$31.29,$39.21,"$68,750",,
"Seattle-Tacoma-Bellevue, WA",21-1023,Mental Health and Substance Abuse Social Workers,"1,674",$29.75,$23.37,$27.42,$35.81,"$61,880",,
"Seattle-Tacoma-Bellevue, WA",27-1026,Merchandise Displayers and Window Trimmers,"2,207",$23.24,$18.19,$20.89,$24.05,"$48,350",,
"Seattle-Tacoma-Bellevue, WA",51-4199,"Metal Workers and Plastic Workers, All Other",343,$26.33,$18.85,$21.36,$31.74,"$54,770",,
"Seattle-Tacoma-Bellevue, WA",51-4051,Metal-Refining Furnace Operators and Tenders,31,$24.69,$22.07,$23.18,$26.50,"$51,340",,
"Seattle-Tacoma-Bellevue, WA",43-5041,"Meter Readers, Utilities",174,$34.28,$31.02,$31.46,$32.06,"$71,300",,
"Seattle-Tacoma-Bellevue, WA",19-1022,Microbiologists,298,$37.85,$25.36,$35.81,$45.85,"$78,720",,
"Seattle-Tacoma-Bellevue, WA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education","5,706",-,-,-,-,"$88,960",,
"Seattle-Tacoma-Bellevue, WA",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",84,$39.31,$25.95,$41.72,$51.75,"$81,750",,
"Seattle-Tacoma-Bellevue, WA",49-9044,Millwrights,274,$35.41,$28.07,$35.25,$42.17,"$73,650",,
"Seattle-Tacoma-Bellevue, WA",51-2090,Miscellaneous Assemblers and Fabricators,"9,150",$22.32,$18.09,$21.20,$24.00,"$46,430",,
"Seattle-Tacoma-Bellevue, WA",47-4090,Miscellaneous Construction and Related Workers,256,$29.07,$26.78,$28.78,$29.73,"$60,470",,
"Seattle-Tacoma-Bellevue, WA",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",872,$25.89,$21.28,$24.11,$30.40,"$53,860",,
"Seattle-Tacoma-Bellevue, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","2,366",$34.92,$28.81,$34.00,$38.56,"$72,630",,
"Seattle-Tacoma-Bellevue, WA",51-4061,"Model Makers, Metal and Plastic",15,$38.50,$33.78,$36.46,$38.65,"$80,070",,
"Seattle-Tacoma-Bellevue, WA",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",875,$23.42,$19.78,$23.02,$24.43,"$48,720",,
"Seattle-Tacoma-Bellevue, WA",51-4072,Molding/Coremaking/ Casting Mach. Setters/Oprs. & Tenders/Metal & Plastic,"1,106",$20.87,$18.07,$20.80,$22.50,"$43,400",,
"Seattle-Tacoma-Bellevue, WA",39-4031,"Morticians, Undertakers, and Funeral Arrangers",154,$31.38,$27.57,$29.07,$35.65,"$65,280",,
"Seattle-Tacoma-Bellevue, WA",53-3099,"Motor Vehicle Operators, All Other",446,$22.24,$17.89,$21.88,$26.88,"$46,250",,
"Seattle-Tacoma-Bellevue, WA",49-3051,Motorboat Mechanics and Service Technicians,337,$27.86,$22.56,$28.65,$31.44,"$57,950",,
"Seattle-Tacoma-Bellevue, WA",49-3052,Motorcycle Mechanics,177,$24.70,$22.00,$23.08,$26.96,"$51,380",,
"Seattle-Tacoma-Bellevue, WA",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",378,$26.11,$17.94,$22.34,$32.17,"$54,300",,
"Seattle-Tacoma-Bellevue, WA",25-4013,Museum Technicians and Conservators,104,$33.33,$20.50,$27.41,$34.71,"$69,330",,
"Seattle-Tacoma-Bellevue, WA",27-2041,Music Directors and Composers,126,$31.03,$22.37,$28.57,$35.86,"$64,540",,
"Seattle-Tacoma-Bellevue, WA",27-2042,Musicians and Singers,683,$59.81,$25.00,$57.35,$67.76,-,,
"Seattle-Tacoma-Bellevue, WA",11-9121,Natural Sciences Managers,"1,498",$92.39,$66.34,$83.55,$102.84,"$192,180",,
"Seattle-Tacoma-Bellevue, WA",15-1244,Network and Computer Systems Administrators,"4,867",$53.30,$40.97,$49.55,$62.97,"$110,870",,
"Seattle-Tacoma-Bellevue, WA",29-1217,Neurologists,97,$114.80,$34.97,-,-,"$238,780",,
"Seattle-Tacoma-Bellevue, WA",43-4141,New Accounts Clerks,173,$24.04,$20.80,$22.46,$27.19,"$49,990",,
"Seattle-Tacoma-Bellevue, WA",27-3023,"News Analysts, Reporters, and Journalists",744,$35.26,$18.82,$37.86,$41.36,"$73,340",,
"Seattle-Tacoma-Bellevue, WA",17-2161,Nuclear Engineers,-,$67.64,$59.25,$61.79,$67.14,"$140,690",,
"Seattle-Tacoma-Bellevue, WA",29-2033,Nuclear Medicine Technologists,149,$56.27,$49.35,$56.06,$63.20,"$117,050",,
"Seattle-Tacoma-Bellevue, WA",29-1151,Nurse Anesthetists,257,$105.32,$101.56,$106.23,$113.40,"$219,070",,
"Seattle-Tacoma-Bellevue, WA",29-1161,Nurse Midwives,-,$73.12,$67.41,$78.28,$80.88,"$152,090",,
"Seattle-Tacoma-Bellevue, WA",29-1171,Nurse Practitioners,"2,627",$67.26,$62.77,$65.15,$75.54,"$139,900",,
"Seattle-Tacoma-Bellevue, WA",31-1131,Nursing Assistants,"15,888",$21.40,$19.20,$21.34,$22.43,"$44,520",,
"Seattle-Tacoma-Bellevue, WA",25-1072,"Nursing Instructors and Teachers, Postsecondary",605,-,-,-,-,"$88,380",,
"Seattle-Tacoma-Bellevue, WA",29-1218,Obstetricians and Gynecologists,136,$115.35,$36.34,$109.45,-,"$239,940",,
"Seattle-Tacoma-Bellevue, WA",19-5011,Occupational Health and Safety Specialists,"1,801",$45.82,$38.79,$45.48,$53.55,"$95,300",,
"Seattle-Tacoma-Bellevue, WA",19-5012,Occupational Health and Safety Technicians,186,$31.54,$20.14,$30.08,$36.75,"$65,590",,
"Seattle-Tacoma-Bellevue, WA",29-1122,Occupational Therapists,"2,258",$46.43,$40.20,$45.72,$50.86,"$96,560",,
"Seattle-Tacoma-Bellevue, WA",31-2012,Occupational Therapy Aides,84,$23.58,$17.84,$20.00,$20.99,"$49,050",,
"Seattle-Tacoma-Bellevue, WA",31-2011,Occupational Therapy Assistants,457,$33.04,$28.63,$31.04,$36.14,"$68,720",,
"Seattle-Tacoma-Bellevue, WA",43-9199,"Office and Administrative Support Workers, All Other","2,077",$23.06,$18.71,$22.26,$24.71,"$47,960",,
"Seattle-Tacoma-Bellevue, WA",43-9061,"Office Clerks, General","29,754",$24.29,$18.74,$22.85,$28.26,"$50,530",,
"Seattle-Tacoma-Bellevue, WA",43-9071,"Office Machine Operators, Except Computer",449,$19.68,$18.29,$18.34,$19.94,"$40,930",,
"Seattle-Tacoma-Bellevue, WA",47-2073,Operating Engineers and Other Construction Equipment Operators,"3,741",$42.49,$33.70,$41.93,$50.67,"$88,380",,
"Seattle-Tacoma-Bellevue, WA",15-2031,Operations Research Analysts,"2,027",$45.81,$31.81,$41.27,$53.96,"$95,290",,
"Seattle-Tacoma-Bellevue, WA",29-2057,Ophthalmic Medical Technicians,"1,039",$25.47,$22.66,$23.69,$27.55,"$52,970",,
"Seattle-Tacoma-Bellevue, WA",29-1241,"Ophthalmologists, Except Pediatric",160,$163.90,-,-,-,"$340,900",,
"Seattle-Tacoma-Bellevue, WA",29-2081,"Opticians, Dispensing",954,$25.13,$18.96,$24.55,$29.92,"$52,270",,
"Seattle-Tacoma-Bellevue, WA",29-1041,Optometrists,448,$59.63,$36.77,$67.01,$72.50,"$124,020",,
"Seattle-Tacoma-Bellevue, WA",43-4151,Order Clerks,"1,683",$23.36,$18.62,$23.38,$28.65,"$48,590",,
"Seattle-Tacoma-Bellevue, WA",31-1132,Orderlies,162,$19.48,$17.76,$17.78,$21.16,"$40,530",,
"Seattle-Tacoma-Bellevue, WA",29-1242,"Orthopedic Surgeons, Except Pediatric",122,$116.83,$35.56,$112.34,-,"$243,000",,
"Seattle-Tacoma-Bellevue, WA",29-2091,Orthotists and Prosthetists,88,$41.70,$34.13,$43.98,$50.45,"$86,730",,
"Seattle-Tacoma-Bellevue, WA",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,224,$25.26,$20.42,$23.89,$29.43,"$52,530",,
"Seattle-Tacoma-Bellevue, WA",51-9111,Packaging and Filling Machine Operators and Tenders,"3,621",$19.39,$16.82,$18.42,$21.50,"$40,320",,
"Seattle-Tacoma-Bellevue, WA",53-7064,"Packers and Packagers, Hand","4,457",$19.19,$17.59,$17.95,$20.82,"$39,920",,
"Seattle-Tacoma-Bellevue, WA",47-2141,"Painters, Construction and Maintenance","5,094",$26.83,$22.68,$25.26,$29.83,"$55,800",,
"Seattle-Tacoma-Bellevue, WA",51-9123,"Painting, Coating, and Decorating Workers",58,$22.04,$17.02,$20.67,$26.50,"$45,850",,
"Seattle-Tacoma-Bellevue, WA",51-9196,"Paper Goods Machine Setters, Operators, and Tenders",710,$26.25,$22.80,$25.58,$28.03,"$54,610",,
"Seattle-Tacoma-Bellevue, WA",23-2011,Paralegals and Legal Assistants,"5,590",$37.61,$27.90,$35.58,$47.18,"$78,230",,
"Seattle-Tacoma-Bellevue, WA",29-2043,Paramedics,792,$51.34,$49.33,$51.39,$56.56,"$106,790",,
"Seattle-Tacoma-Bellevue, WA",53-6021,Parking Attendants,"1,995",$18.36,$17.05,$18.60,$18.86,"$38,200",,
"Seattle-Tacoma-Bellevue, WA",41-2022,Parts Salespersons,"2,897",$21.93,$17.27,$19.59,$24.33,"$45,620",,
"Seattle-Tacoma-Bellevue, WA",53-6061,Passenger Attendants,471,$19.13,$17.26,$20.01,$20.01,"$39,790",,
"Seattle-Tacoma-Bellevue, WA",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",68,$38.38,$32.63,$39.57,$46.98,"$79,840",,
"Seattle-Tacoma-Bellevue, WA",43-3051,Payroll and Timekeeping Clerks,"2,497",$30.14,$24.92,$29.70,$34.41,"$62,680",,
"Seattle-Tacoma-Bellevue, WA",29-1221,"Pediatricians, General",258,$60.83,$31.48,$36.22,$98.80,"$126,520",,
"Seattle-Tacoma-Bellevue, WA",39-9099,"Personal Care and Service Workers, All Other",556,$23.02,$16.75,$19.53,$29.04,"$47,890",,
"Seattle-Tacoma-Bellevue, WA",13-2052,Personal Financial Advisors,"4,026",$74.82,$31.56,$50.28,$97.12,"$155,630",,
"Seattle-Tacoma-Bellevue, WA",11-9179,"Personal Service Managers, All Other",32,$35.25,$26.81,$29.05,$44.05,"$73,320",,
"Seattle-Tacoma-Bellevue, WA",37-2021,Pest Control Workers,692,$26.35,$19.11,$22.82,$28.70,"$54,800",,
"Seattle-Tacoma-Bellevue, WA",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",194,$26.21,$22.26,$23.60,$26.74,"$54,520",,
"Seattle-Tacoma-Bellevue, WA",29-1051,Pharmacists,"4,065",$68.23,$62.41,$68.78,$77.60,"$141,910",,
"Seattle-Tacoma-Bellevue, WA",31-9095,Pharmacy Aides,759,$18.77,$16.52,$17.62,$18.71,"$39,050",,
"Seattle-Tacoma-Bellevue, WA",29-2052,Pharmacy Technicians,"4,135",$24.97,$22.23,$24.23,$29.25,"$51,940",,
"Seattle-Tacoma-Bellevue, WA",25-1126,"Philosophy and Religion Teachers, Postsecondary",180,-,-,-,-,"$71,220",,
"Seattle-Tacoma-Bellevue, WA",31-9097,Phlebotomists,"1,105",$23.95,$21.12,$22.43,$26.63,"$49,820",,
"Seattle-Tacoma-Bellevue, WA",27-4021,Photographers,659,$29.63,$18.71,$24.00,$39.72,"$61,630",,
"Seattle-Tacoma-Bellevue, WA",51-9151,Photographic Process Workers and Processing Machine Operators,80,$36.76,$31.50,$37.95,$41.56,"$76,460",,
"Seattle-Tacoma-Bellevue, WA",19-2099,"Physical Scientists, All Other",230,$61.36,$49.23,$58.43,$74.43,"$127,630",,
"Seattle-Tacoma-Bellevue, WA",31-2022,Physical Therapist Aides,-,$19.39,$16.96,$17.42,$19.60,"$40,320",,
"Seattle-Tacoma-Bellevue, WA",31-2021,Physical Therapist Assistants,795,$31.81,$29.16,$31.56,$36.12,"$66,160",,
"Seattle-Tacoma-Bellevue, WA",29-1123,Physical Therapists,"2,662",$50.43,$45.66,$49.44,$58.43,"$104,890",,
"Seattle-Tacoma-Bellevue, WA",29-1071,Physician Assistants,"1,996",$71.91,$63.98,$70.92,$81.46,"$149,560",,
"Seattle-Tacoma-Bellevue, WA",29-1229,"Physicians, All Other","3,434",$120.27,$66.86,-,-,"$250,170",,
"Seattle-Tacoma-Bellevue, WA",29-1222,"Physicians, Pathologists",209,$121.55,$45.56,-,-,"$252,820",,
"Seattle-Tacoma-Bellevue, WA",19-2012,Physicists,157,$55.55,$30.55,$62.35,$63.43,"$115,540",,
"Seattle-Tacoma-Bellevue, WA",25-1054,"Physics Teachers, Postsecondary",194,-,-,-,-,"$93,700",,
